id,thai_name,english_name,scientific_name,order,family,category,origin_type,iucn_status,thai_zoos,highlight_notes
225,อิมพาลา,Impala,Aepyceros melampus,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"ซาฟารีเวิลด์, สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา",แอนทีโลปว่องไว กระโดดได้ไกลและสูง ตัวผู้มีเขารูปพิณสวยงาม
226,อีเห็นข้างลาย,Common Palm Civet,Paradoxurus hermaphroditus,Carnivora,Viverridae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์สงขลา, สวนสัตว์ขอนแก่น",ชอบกินผลไม้และกาแฟสุก เป็นสัตว์ที่ให้กำเนิดกาแฟขี้ชะมดชื่อดัง
227,อีเห็นเครือ,Small-toothed Palm Civet,Arctogalidia trivirgata,Carnivora,Viverridae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์สงขลา",มีเส้นสีดำ 3 เส้นพาดตามแนวยาวของแผ่นหลัง จมูกมีแถบขาว อาศัยบนเรือนยอดไม้และกินผลไม้สุกเป็นหลัก
228,อีเห็นลายเสือ,Banded Palm Civet,Hemigalus derbyanus,Carnivora,Viverridae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),NT (ใกล้ถูกคุกคาม),"สวนสัตว์สงขลา, ป่าพรุโต๊ะแดง นราธิวาส",ลวดลายแถบสีดำขวางลำตัว 7-8 แถบคล้ายลายเสือ หางช่วงโคนมีลายปล้อง พบเฉพาะในป่าดิบชื้นภาคใต้ตอนล่าง
229,อีเห็นหน้าขาว,Masked Palm Civet (Gem-faced Civet),Paguma larvata,Carnivora,Viverridae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา",ใบหน้ามีลายพาดสีขาวผ่ากลางหน้าผาก ไม่มีจุดหรือลายบนลำตัว ชอบกินผลไม้ ยอดไม้ และสัตว์ขนาดเล็ก
230,อูฐกัวนาโก,Guanaco,Lama guanicoe,Artiodactyla,Camelidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เชียงใหม่, สวนสัตว์เปิดเขาเขียว",บรรพบุรุษของลามะ ลำตัวสีน้ำตาลแดง ท้องขาว หน้าสีเทา วิ่งได้เร็วถึง 56 กม./ชม. ตามที่ราบสูงพาตาโกเนีย
231,อูฐบิคูญา,Vicuna,Vicugna vicugna,Artiodactyla,Camelidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),สวนสัตว์เชียงใหม่ (โซนสัตว์แอนดีส),บรรพบุรุษของอัลปากา มีเส้นใยขนที่ละเอียดนุ่มและมีราคาสูงที่สุดในโลก อาศัยบนที่ราบสูงแอนดีสที่หนาวจัด
232,อูฐสองโหนก,Bactrian Camel,Camelus bactrianus,Artiodactyla,Camelidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),CR / Domesticated,"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์",อูฐเขตหนาวแถบเอเชียกลาง ขนหนานุ่ม มีสองโหนกสำหรับสะสมไขมัน
233,อูฐหนอกเดียว,Dromedary Camel,Camelus dromedarius,Artiodactyla,Camelidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),Domesticated (เลี้ยง),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์สงขลา, ซาฟารีเวิลด์",อูฐทะเลทรายอาหรับและแอฟริกา ทนแล้งและเดินทางไกลโดยไม่ดื่มน้ำได้หลายวัน
234,แอนทิโลปคูดูใหญ่,Greater Kudu,Tragelaphus strepsiceros,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"ซาฟารีเวิลด์, เชียงใหม่ไนท์ซาฟารี, สวนสัตว์เปิดเขาเขียว",แอนทิโลปเขายาวบิดเกลียวเปิดสง่างาม ลำตัวสีเทาน้ำตาลมีแถบเส้นสีขาวพาดขวาง ใบหูใหญ่ดักฟังเสียง
235,แอนทิโลปเจเรนุค / กาเซลล์คอยาว,Gerenuk (Waller's Gazelle),Litocranius walleri,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),NT (ใกล้ถูกคุกคาม),ซาฟารีเวิลด์,ฉายา 'ละมั่งยีราฟ' มีคอยาวเป็นพิเศษ สามารถยืนสองขาหลังยืดตัวกินยอดไม้อะคาเซียสูงได้
236,แอนทิโลปเซเบิล,Sable Antelope,Hippotragus niger,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"เชียงใหม่ไนท์ซาฟารี, ซาฟารีเวิลด์",ตัวผู้โตเต็มวัยมีขนสีดำขลับตัดกับใบหน้าสีขาว เขายาวโค้งเป็นวงพระจันทร์เสี้ยว ดุร้ายและสู้สิงโตได้
237,แอนทิโลปโทปิ / เดมาลิสค์,Topi (Damaliscus),Damaliscus lunatus jimela,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"เชียงใหม่ไนท์ซาฟารี, ซาฟารีเวิลด์",ขนสีน้ำตาลแดงเงางามเหลือบม่วง มีรอยปื้นสีเข้มคล้ายโคลนที่สะโพกและไหล่ ยืนเฝ้าตามจอมปลวก
238,แอนทิโลปไนยาลา,Nyala,Tragelaphus angasii,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"เชียงใหม่ไนท์ซาฟารี, ซาฟารีเวิลด์",ตัวผู้สีเทาเข้มมีเขาบิดเกลียว ตัวเมียสีส้มแดงลายแถบขาวเด่นชัด ปลายขาสีเหลืองคล้ายสวมถุงเท้า
239,แอนทิโลปพูกู,Puku,Kobus vardonii,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),NT (ใกล้ถูกคุกคาม),เชียงใหม่ไนท์ซาฟารี,ขนสีทองอมส้ม ขนยาวนุ่ม อาศัยตามทุ่งน้ำท่วมถึงใกล้แม่น้ำในแอฟริกากลาง รวมกลุ่มกินหญ้าเป็นฝูง
240,แอนทิโลปรีดบัค,Bohor Reedbuck,Redunca redunca,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),เชียงใหม่ไนท์ซาฟารี,แอนทิโลปชอบทุ่งหญ้าชื้นแฉะ เขาสั้นโค้งไปข้างหน้า ร้องเสียงหวีดเตือนภัยและกระโดดหลบในกอหญ้า
241,แอนทิโลปโรน,Roan Antelope,Hippotragus equinus,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"เชียงใหม่ไนท์ซาฟารี, ซาฟารีเวิลด์",หนึ่งในแอนทิโลปที่ตัวใหญ่ที่สุด รูปร่างคล้ายม้า ใบหูยาวมีพู่ขนที่ปลาย ลำตัวสีน้ำตาลแดงปนเทา
242,แอนทิโลปอีแลนด์,Common Eland,Taurotragus oryx,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"ซาฟารีเวิลด์, สวนสัตว์เปิดเขาเขียว, เชียงใหม่ไนท์ซาฟารี",แอนทิโลปที่มีขนาดใหญ่ที่สุดในโลก ตัวผู้หนักได้ถึง 900 กก. มีเหนียงคอห้อยและเขายาวบิดเกลียวแน่น
243,แอนทิโลปแอดดักซ์,Addax (White Antelope),Addax nasomaculatus,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),CR (วิกฤติต่อการสูญพันธุ์),"ซาฟารีเวิลด์, สวนสัตว์เปิดเขาเขียว",แอนทิโลปทะเลทรายซาฮารา เขายาวบิดเป็นเกลียวสว่าน กีบเท้ากว้างแบนช่วยให้เดินบนเนินทรายโดยไม่จม
244,โอริกซ์เบซา / เจมส์บ็อก,Gemsbok (Oryx),Oryx gazella,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์",แอนทีโลปทะเลทราย เขายาวตรงแหลมคมคล้ายดาบ ทนต่อความแห้งแล้งสูง
245,ไอเบกซ์นูเบีย,Nubian Ibex,Capra nubiana,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่",แพะภูเขาแห่งทะเลทรายตะวันออกกลาง ตัวผู้มีเขายาวโค้งเป็นสันหยักใหญ่ ปีนป่ายหน้าผาชันอย่างน่าทึ่ง
246,ฮาร์ทีบีสต์,Hartebeest (Kongoni),Alcelaphus buselaphus,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"ซาฟารีเวิลด์, เชียงใหม่ไนท์ซาฟารี",ใบหน้ายาวแคบ หน้าผากยกสูง โคนเขาร่วมตั้งขึ้นแล้วหักงอออกด้านข้าง วิ่งเหยาะๆ ได้เร็วและทนทาน
247,ฮิปโปโปเตมัส,Hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์สงขลา, ซาฟารีเวิลด์",ฮิปโป 'แม่มะลิ' ฮิปโปโปเตมัสอายุยืนที่สุดในประเทศไทย ปัจจุบันอยู่ที่เขาเขียว
248,ฮิปโปโปเตมัสแคระ,Pygmy Hippopotamus,Choeropsis liberiensis,Artiodactyla,Hippopotamidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),EN (ใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์ขอนแก่น, สวนสัตว์อุบลราชธานี",ดาวเด่น 'หมูเด้ง' (เขาเขียว) และ 'หมูด้วง' (ขอนแก่น) สัตว์ประจำถิ่นป่าแอฟริกาตะวันตก
249,ไฮยีนาลายจุด,Spotted Hyena,Crocuta crocuta,Carnivora,Hyaenidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์, เชียงใหม่ไนท์ซาฟารี",นักล่าและกินซากแห่งแอฟริกา กรามทรงพลังบดกระดูกได้ มีเสียงร้องคล้ายเสียงหัวเราะ
250,ไฮแรกซ์หิน,Rock Hyrax,Procavia capensis,Hyracoidea,Procaviidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),สวนสัตว์เปิดเขาเขียว,สัตว์ตัวเล็กคล้ายหนูตะเภา แต่ทางพันธุกรรมและสายวิวัฒนาการกลับใกล้ชิดกับช้างและพะยูนมากที่สุด
